text,label,has_arbitration,arbitration_type,features,source,ambiguous,text_length,word_count,arbitration_keyword_count,legal_keyword_count
Any lawsuit or legal action must be filed in the appropriate court in New York.,0,False,none,"court_jurisdiction,no_arbitration",synthetic,False,79,15,0,1
Mediation may be used to resolve disputes before pursuing legal action.,0,False,none,"alternative_dispute_resolution,no_mandatory_arbitration",original,True,71,11,1,1
PLEASE NOTE: You waive your right to a jury trial All disputes will be resolved through mandatory arbitration.,1,True,mandatory,"mandatory,jury_waiver",synthetic,False,110,18,2,1
You waive your right to a jury trial All disputes will be resolved through mandatory arbitration.,1,True,mandatory,"mandatory,jury_waiver",synthetic,False,97,16,2,1
Court proceedings are the exclusive remedy for any disagreement arising from this agreement.,0,False,none,"court_jurisdiction,exclusive_jurisdiction,no_arbitration",synthetic,False,92,13,0,2
These Terms are governed by the laws of California and any disputes will be heard in court. The prevailing party shall be entitled to reasonable attorney's fees.,0,False,none,"court_jurisdiction,no_arbitration",synthetic,False,161,27,0,2
You agree that all disputes will be settled by mandatory arbitration administered by JAMS. You waive your right to participate in class action lawsuits.,1,True,mandatory,"mandatory,class_action_waiver,provider_specified",synthetic,False,152,24,3,1
"IMPORTANT: YOU AND THE COMPANY AGREE THAT ANY LEGAL MATTER, CLAIM OR CONTROVERSY ARISING OUT OF OR RELATING TO THESE TERMS OR THE BREACH, TERMINATION, ENFORCEMENT, INTERPRETATION OR VALIDITY THEREOF OR THE USE OF THE SERVICE (COLLECTIVELY, 'LEGAL MATTERS') WILL BE SETTLED BY INDIVIDUAL ARBITRATION, EXCEPT THAT EACH PARTY RETAINS THE RIGHT: (I) TO BRING AN INDIVIDUAL ACTION IN SMALL CLAIMS COURT AND (II) TO SEEK INJUNCTIVE OR OTHER EQUITABLE RELIEF IN A COURT OF COMPETENT JURISDICTION. YOU ACKNOWLEDGE AND AGREE THAT YOU AND THE COMPANY ARE EACH WAIVING THE RIGHT TO A TRIAL BY JURY OR TO PARTICIPATE AS A PLAINTIFF OR CLASS MEMBER IN ANY PURPORTED CLASS ACTION OR REPRESENTATIVE PROCEEDING.",1,True,binding,"binding,jury_trial_waiver,class_action_waiver,small_claims_exception",variation,False,695,113,2,9
PLEASE NOTE: You waive your right to a jury trial All disputes will be resolved through mandatory arbitration. The arbitration shall be governed by the laws of the State of Delaware. You waive your right to participate in class action lawsuits.,1,True,mandatory,"mandatory,jury_waiver,class_action_waiver,location_specified",synthetic,False,244,41,2,1
You may choose arbitration or litigation to resolve any controversy.,1,True,optional,"optional_arbitration,choice_available",original,True,68,10,1,2
Any legal action must be brought through arbitration only. Court proceedings are specifically excluded. You waive your right to participate in class action lawsuits.,1,True,mandatory,class_action_waiver,synthetic,False,165,24,1,2
You agree that any legal action may be brought in federal or state court in California.,0,False,none,"court_jurisdiction,no_arbitration",synthetic,False,87,16,0,1
These Terms are governed by the laws of California and any disputes will be heard in court.,0,False,none,"court_jurisdiction,no_arbitration",synthetic,False,91,17,0,2
PLEASE NOTE: You waive your right to a jury trial All disputes will be resolved through mandatory arbitration. The arbitration shall be governed by the laws of the State of Delaware. You waive your right to participate in class action lawsuits. Small claims court proceedings are excluded from this arbitration requirement.,1,True,mandatory,"mandatory,jury_waiver,class_action_waiver,location_specified",synthetic,False,323,51,2,4
"You and the Company agree that any controversy will be resolved through individual arbitration, and you waive your right to participate in class actions. The arbitration shall be governed by the laws of the State of Delaware. You waive your right to participate in class action lawsuits.",1,True,mandatory,"class_action_waiver,location_specified",synthetic,False,287,47,2,1
You may choose arbitration or litigation to resolve any claim.,1,True,optional,"optional_arbitration,choice_available",original,True,62,10,1,2
Mediation may be used to resolve disputes before pursuing legal action.,0,False,none,"alternative_dispute_resolution,no_mandatory_arbitration",original,True,71,11,1,1
Any dispute arising out of or relating to this contract shall be resolved through mandatory arbitration in California. The arbitration shall be governed by the laws of the State of Delaware.,1,True,mandatory,"mandatory,location_specified",synthetic,False,190,31,2,1
You agree that any legal action may be brought in federal or state court in California. The prevailing party shall be entitled to reasonable attorney's fees.,0,False,none,"court_jurisdiction,no_arbitration",synthetic,False,157,26,0,1
Binding arbitration will be the exclusive remedy for any disagreement related to this service. The arbitration shall be governed by the laws of the State of Delaware. You waive your right to participate in class action lawsuits.,1,True,binding,"binding,class_action_waiver,location_specified",synthetic,False,228,37,2,0
Binding arbitration will be the exclusive remedy for any dispute related to this service.,1,True,binding,binding,synthetic,False,89,14,2,1
You consent to the exclusive jurisdiction of the courts located in New York. You waive any objection to venue in such courts.,0,False,none,"court_jurisdiction,exclusive_jurisdiction,venue_selection,no_arbitration",synthetic,False,125,22,0,3
Any legal matter shall be resolved exclusively in the courts of Delaware.,0,False,none,"court_jurisdiction,exclusive_jurisdiction,no_arbitration",synthetic,False,73,12,0,1
Any lawsuit or legal action must be filed in the appropriate court in the state of incorporation. The prevailing party shall be entitled to reasonable attorney's fees.,0,False,none,"court_jurisdiction,no_arbitration",synthetic,False,167,27,0,1
Legal proceedings may be initiated in any court of competent jurisdiction. You waive any objection to venue in such courts.,0,False,none,"court_jurisdiction,venue_selection,no_arbitration",synthetic,False,123,20,0,4
You may choose arbitration or litigation to resolve any claim.,1,True,optional,"optional_arbitration,choice_available",original,True,62,10,1,2
You agree to binding arbitration for all claims and waive your right to jury trial. Small claims court proceedings are excluded from this arbitration requirement.,1,True,binding,"binding,jury_waiver",synthetic,False,162,25,2,3
"You and the Company agree that any controversy will be resolved through individual arbitration, and you waive your right to participate in class actions. The arbitration shall be governed by the laws of the State of Delaware.",1,True,mandatory,"class_action_waiver,location_specified",synthetic,False,225,37,2,1
You may bring legal action in small claims court or any other court of competent jurisdiction. You waive any objection to venue in such courts.,0,False,none,"court_jurisdiction,venue_selection,no_arbitration",synthetic,False,143,25,0,4
Alternative dispute resolution is encouraged but not required.,0,False,none,"alternative_dispute_resolution,no_mandatory_arbitration",original,True,62,8,1,2
The parties may agree to submit disputes to arbitration if both parties consent.,1,True,optional,"optional_arbitration,choice_available",original,True,80,13,1,1
The parties may agree to submit disputes to arbitration if both parties consent.,1,True,optional,"optional_arbitration,choice_available",original,True,80,13,1,1
